X,Y,Z
5.633790000000000000e+05,4.375945000000000000e+06,6.998911140000000364e-01
5.633810000000000000e+05,4.375945000000000000e+06,4.042274490000000164e-01
5.633830000000000000e+05,4.375945000000000000e+06,2.122872040000000071e-01
5.633850000000000000e+05,4.375945000000000000e+06,1.128452219999999950e-01
5.633710000000000000e+05,4.375947000000000000e+06,1.822329550000000076e+00
5.633730000000000000e+05,4.375947000000000000e+06,1.793075509999999984e+00
5.633750000000000000e+05,4.375947000000000000e+06,1.573239880000000035e+00
5.633770000000000000e+05,4.375947000000000000e+06,1.247047610000000084e+00
5.633790000000000000e+05,4.375947000000000000e+06,8.717236990000000185e-01
5.633810000000000000e+05,4.375947000000000000e+06,5.335780629999999913e-01
5.633830000000000000e+05,4.375947000000000000e+06,2.993189620000000217e-01
5.633850000000000000e+05,4.375947000000000000e+06,1.555281289999999872e-01
5.633870000000000000e+05,4.375947000000000000e+06,1.011197659999999998e-01
5.633630000000000000e+05,4.375949000000000000e+06,1.620681959999999977e+00
5.633650000000000000e+05,4.375949000000000000e+06,1.709894610000000092e+00
5.633670000000000000e+05,4.375949000000000000e+06,1.788689490000000104e+00
5.633690000000000000e+05,4.375949000000000000e+06,1.860188039999999932e+00
5.633710000000000000e+05,4.375949000000000000e+06,1.922436899999999893e+00
5.633730000000000000e+05,4.375949000000000000e+06,1.894433519999999982e+00
5.633750000000000000e+05,4.375949000000000000e+06,1.730663010000000002e+00
5.633770000000000000e+05,4.375949000000000000e+06,1.443012259999999936e+00
5.633790000000000000e+05,4.375949000000000000e+06,1.064718339999999985e+00
5.633810000000000000e+05,4.375949000000000000e+06,6.908981870000000525e-01
5.633830000000000000e+05,4.375949000000000000e+06,4.047924019999999956e-01
5.633850000000000000e+05,4.375949000000000000e+06,2.160420050000000092e-01
5.633870000000000000e+05,4.375949000000000000e+06,1.142821059999999944e-01
5.633550000000000000e+05,4.375951000000000000e+06,1.293798659999999989e+00
5.633570000000000000e+05,4.375951000000000000e+06,1.394696759999999980e+00
5.633590000000000000e+05,4.375951000000000000e+06,1.595873120000000034e+00
5.633610000000000000e+05,4.375951000000000000e+06,1.707985459999999955e+00
