1,564217.955,4377552.551,3.051
1,564218.33,4377552.49,3.193
1,564218.708,4377552.184,3.282
1,564219.169,4377551.955,3.609
1,564219.883,4377551.556,3.855
1,564220.742,4377551.167,4.179
1,564221.504,4377550.522,4.568
1,564222.429,4377549.956,4.942
1,564222.966,4377549.598,5.132
1,564223.756,4377549.098,5.193
1,564224.924,4377548.437,5.236
1,564226.19,4377547.899,5.21
1,564226.712,4377547.457,5.12
1,564227.595,4377546.794,4.973
1,564228.374,4377545.973,4.894
1,564229.027,4377545.341,4.759
1,564229.311,4377545.03,4.572
1,564229.97,4377544.445,4.431
1,564231.018,4377543.914,4.409
1,564231.79,4377543.581,4.445
1,564232.89,4377542.948,4.599
1,564234.04,4377542.333,4.846
1,564235.164,4377541.732,5.056
1,564236.53,4377540.83,5.348
1,564237.54,4377540.022,5.599
1,564238.956,4377539.086,5.951
1,564240.19,4377538.494,6.214
1,564241.155,4377537.917,6.342
1,564242.201,4377537.343,6.492
1,564243.346,4377536.623,6.538
1,564244.599,4377535.97,6.568
1,564246.159,4377534.898,6.576
1,564246.802,4377534.358,6.64
1,564247.34,4377533.848,6.598
1,564247.884,4377533.435,6.566
1,564248.305,4377533.15,6.565
1,564249.425,4377532.508,6.449
1,564250.2,4377531.858,6.29
1,564251.54,4377530.968,6.095
1,564252.916,4377530.454,5.83
1,564254.36,4377529.433,5.581
1,564255.714,4377528.768,5.375
1,564256.415,4377528.431,5.274
1,564257.284,4377527.727,5.268
1,564257.835,4377526.866,5.234
1,564258.576,4377526.459,5.26
1,564259.138,4377526.041,5.212
1,564259.56,4377525.835,5.239
1,564260.003,4377525.361,5.197
1,564261.134,4377525.048,5.032
1,564261.953,4377524.856,4.948
1,564262.413,4377524.544,4.973
1,564263.092,4377524.352,5.032
1,564263.379,4377524.003,5.103
1,564264.112,4377523.825,5.077
1,564264.975,4377523.427,5.055
1,564265.505,4377523.26,5.013
1,564266.279,4377522.78,4.777
1,564266.7,4377522.586,4.683
1,564267.145,4377522.273,4.599
1,564267.832,4377521.889,4.454
1,564268.488,4377521.46,4.382
1,564269.389,4377520.949,4.302
1,564270.114,4377520.377,4.198
1,564271.155,4377519.797,3.953
1,564272.021,4377518.915,3.733
1,564273.443,4377518.051,3.516
1,564274.811,4377517.357,3.362
1,564276.074,4377516.473,3.174
1,564277.266,4377515.66,3.007
1,564279.05,4377514.576,2.84
1,564280.759,4377513.125,2.643
1,564282.916,4377511.946,2.535
1,564284.912,4377510.72,2.364
1,564288.338,4377509.385,2.134
1,564291.444,4377507.317,1.902
1,564293.729,4377505.601,1.761
1,564297.761,4377503.094,1.853
1,564301.193,4377501.188,1.968
1,564304.813,4377498.972,2.058
1,564308.721,4377496.545,2.109
1,564312.216,4377494.395,1.977
1,564314.447,4377492.979,1.869
1,564317.51,4377491.203,1.621
1,564320.786,4377489.533,1.353
1,564323.971,4377487.432,1.122
1,564327.718,4377485.092,0.764
