-2.900000000000000000e+02,3.206997531399835122e+00,2.768087851243785646e+00,1.620869601987276587e+00
-2.899583333333333144e+02,3.166338396109201092e+00,2.746977101503143448e+00,1.574174030180609085e+00
-2.899166666666666856e+02,3.089072372797129429e+00,2.697241042004122846e+00,1.501037014453963536e+00
-2.898750000000000000e+02,2.986743227894621100e+00,2.626819000199102305e+00,1.411509436580074439e+00
-2.898333333333333144e+02,2.868461732174785173e+00,2.541276172113711151e+00,1.315523716938597598e+00
-2.897916666666666856e+02,2.739289811046939249e+00,2.443182117181877722e+00,1.220027972114438697e+00
-2.897500000000000000e+02,2.599417620374726567e+00,2.331748341598208540e+00,1.127596202182969076e+00
-2.897083333333333144e+02,2.445037125525943988e+00,2.203646178585256354e+00,1.036693923951891083e+00
-2.896666666666666856e+02,2.271206336627916045e+00,2.055256709588272113e+00,9.435934140805188886e-01
-2.896250000000000000e+02,2.075745977168383050e+00,1.885253629216807836e+00,8.460136525359160942e-01
-2.895833333333333144e+02,1.861347865895516707e+00,1.696193443892821895e+00,7.447218255995393665e-01
-2.895416666666666856e+02,1.635852629650021983e+00,1.494938322002266951e+00,6.434849001281118808e-01
-2.895000000000000000e+02,1.409504185285480826e+00,1.290581420951643965e+00,5.471505983891853386e-01
-2.894583333333333144e+02,1.190957329575760948e+00,1.091065421117471956e+00,4.592878400923774418e-01
-2.894166666666666856e+02,9.854264122731507536e-01,9.016547786074620152e-01,3.809923064531564596e-01
-2.893750000000000000e+02,7.949803955391687715e-01,7.249328791225652102e-01,3.115957402517068875e-01
-2.893333333333333144e+02,6.198047074040614612e-01,5.621029257005338842e-01,2.488742712488916653e-01
-2.892916666666666856e+02,4.613251843660651219e-01,4.154456052927739118e-01,1.911424672987311890e-01
-2.892500000000000000e+02,3.223581888638582527e-01,2.880410660642437337e-01,1.382242383143123254e-01
-2.892083333333333144e+02,2.069396093008330495e-01,1.834618293287987589e-01,9.174693362259343787e-02
-2.891666666666666856e+02,1.197391658818814514e-01,1.053087225105289321e-01,5.440387292567738092e-02
-2.891250000000000000e+02,6.413470735641188525e-02,5.550439877506961606e-02,2.779563409823597453e-02
-2.890833333333333144e+02,3.977082810208230207e-02,3.250536567949513511e-02,1.050472605815003235e-02
-2.890416666666666856e+02,4.148820083645386736e-02,3.099641392748188687e-02,-1.370835653328930388e-03
-2.890000000000000000e+02,6.068073233487655815e-02,4.329029189052480131e-02,-1.214813955357936688e-02
-2.889583333333333144e+02,8.861791427065465743e-02,6.224877760685201822e-02,-2.452377513782898893e-02
-2.889166666666666856e+02,1.189795875074977777e-01,8.330118189346552571e-02,-3.855174969821344860e-02
-2.888750000000000000e+02,1.477001498033608251e-01,1.037813414056826811e-01,-5.230771056383121120e-02
-2.888333333333333144e+02,1.719991425984102040e-01,1.217743978517833725e-01,-6.384366661081017358e-02
-2.887916666666666856e+02,1.912265198130592703e-01,1.367930097803289891e-01,-7.241672180477298770e-02
-2.887500000000000000e+02,2.071537946206153946e-01,1.500838304928336642e-01,-7.877171726364863569e-02
-2.887083333333333144e+02,2.221962412836842315e-01,1.630600945224249532e-01,-8.473435821640674936e-02
-2.886666666666666856e+02,2.384666834824893666e-01,1.762145575898128036e-01,-9.216251663743589562e-02
-2.886250000000000000e+02,2.575213040966672362e-01,1.886022855713789248e-01,-1.034208271068997459e-01
-2.885833333333333144e+02,2.804297042472738699e-01,1.984498396719326652e-01,-1.214550311432161384e-01
-2.885416666666666856e+02,3.079113202163598628e-01,2.045969767875920886e-01,-1.484231333310095657e-01
-2.885000000000000000e+02,3.406468888792023586e-01,2.069816384040596147e-01,-1.854218487664330561e-01
-2.884583333333333144e+02,3.800339822847792481e-01,2.071374171837091493e-01,-2.326318702870605326e-01
-2.884166666666666856e+02,4.279488417193412775e-01,2.074079774974424695e-01,-2.898872578615296347e-01
-2.883750000000000000e+02,4.865300508806794655e-01,2.101657089189241379e-01,-3.575825275050485419e-01
-2.883333333333333144e+02,5.583393955382198737e-01,2.176855623175217025e-01,-4.372501522911641514e-01
-2.882916666666666856e+02,6.481019550362356885e-01,2.328845567421147789e-01,-5.326584481366593016e-01
-2.882500000000000000e+02,7.620291687010605219e-01,2.588609294705176977e-01,-6.497840858981737133e-01
-2.882083333333333144e+02,9.036259360857115119e-01,2.981741094393389746e-01,-7.923061137129446818e-01
-2.881666666666666856e+02,1.070776642799344591e+00,3.521359715913247590e-01,-9.581827234023768680e-01
-2.881250000000000000e+02,1.256754935011045848e+00,4.210772639154748420e-01,-1.139936911349400894e+00
-2.880833333333333144e+02,1.452981111093819555e+00,5.047849306379446066e-01,-1.327149270926149649e+00
-2.880416666666666856e+02,1.652081480379897993e+00,6.025078099586200775e-01,-1.510116350643782912e+00
-2.880000000000000000e+02,1.850061865525547633e+00,7.126104448221645127e-01,-1.683456137180421530e+00
-2.879583333333333144e+02,2.045873029791474895e+00,8.320906457898901154e-01,-1.846820643830129338e+00
-2.879166666666666856e+02,2.238687237481151282e+00,9.563865991271984779e-01,-2.002197870163800353e+00
-2.878750000000000000e+02,2.425519184214321111e+00,1.079816860605014917e+00,-2.150386491400533728e+00
-2.878333333333333144e+02,2.599956336216278530e+00,1.197264401212842166e+00,-2.287795253757174851e+00
-2.877916666666666856e+02,2.755804588088801133e+00,1.305525465724190370e+00,-2.409303899464732890e+00
-2.877500000000000000e+02,2.891637673112667173e+00,1.404191220162779086e+00,-2.513234912631197471e+00
-2.877083333333333144e+02,3.012159148057959257e+00,1.495796928075303178e+00,-2.603124459581607208e+00
-2.876666666666666856e+02,3.125239691501276784e+00,1.583809332674992687e+00,-2.685688106521709972e+00
-2.876250000000000000e+02,3.238266903172201783e+00,1.670707994993456680e+00,-2.767853476539321900e+00
-2.875833333333333144e+02,3.352080477357032962e+00,1.755046416743638371e+00,-2.851487493993381417e+00
-2.875416666666666856e+02,3.458565983361317819e+00,1.830799329768534323e+00,-2.930904882894624475e+00
-2.875000000000000000e+02,3.543621496517301850e+00,1.889850937777318052e+00,-2.994763912218246560e+00
