563549.9231,4375986.89
563536.7529,4375965.64
563523.5829,4375944.391
563510.4125,4375923.141
563497.2425,4375901.891
563484.0723,4375880.642
563470.9021,4375859.392
563272.0165,4375982.659
563274.2455,4375987.786
563284.0583,4376004.607
563285.3581,4376006.836
563334.0415,4375980.906
563342.8017,4375997.612
563354.4419,4376019.809
563356.7957,4376024.298
563365.9947,4376042.061
563377.5251,4376064.327
563387.4875,4376083.565
563390.9147,4376085.441
563392.5145,4376086.317
563399.3409,4376099.334
563415.1023,4376099.862
563432.5197,4376100.445
563440.6011,4376113.471
563446.0135,4376122.194
563452.8107,4376135.315
563464.3441,4376157.58
563475.8775,4376179.844
563475.9697,4376180.021
563487.3237,4376202.162
563498.7691,4376224.481
563502.4281,4376231.615
563509.1531,4376247.457
563519.0385,4376270.742
563526.2405,4376287.707
563528.0201,4376294.588
563530.2093,4376303.053
563539.6105,4376316.817
563551.9713,4376334.913
563553.5031,4376337.618
563565.8315,4376359.39
563578.1599,4376381.161
563583.0599,4376389.815
563590.0757,4376403.188
563601.7193,4376425.384
563613.3631,4376447.58
563625.0067,4376469.776
563635.9767,4376490.687
563636.5877,4376492.01
563647.1461,4376514.878
563655.4513,4376532.866
563657.8965,4376537.628
563669.3535,4376559.939
563680.8107,4376582.25
563685.6137,4376591.604
563691.9333,4376604.769
563702.8141,4376627.438
563713.6949,4376650.106
563724.5757,4376672.775
563735.4567,4376695.443
563746.3375,4376718.112
563757.2185,4376740.78
563768.0993,4376763.449
563771.3389,4376770.198
563779.0889,4376786.05
563790.1243,4376808.623
563801.1599,4376831.195
563812.1953,4376853.768
563823.2309,4376876.341
563823.7265,4376877.354
563834.9123,4376898.513
563846.6241,4376920.667
563858.3359,4376942.82
563870.0475,4376964.974
563881.7593,4376987.127
563889.6079,4377001.973
563893.4731,4377009.279
563905.1909,4377031.429
563916.9089,4377053.579
563928.6267,4377075.729
563940.3447,4377097.878
563952.0625,4377120.028
563954.6955,4377125.005
563964.2561,4377141.883
563976.5873,4377163.652
563988.9187,4377185.422
564001.2501,4377207.191
564013.5815,4377228.961
564025.9127,4377250.731
564038.2441,4377272.5
564050.5755,4377294.27
564056.5439,4377304.806
564063.6063,4377315.606
564077.2935,4377336.534
564090.9809,4377357.464
564104.6681,4377378.393
564118.3553,4377399.322
564132.0425,4377420.251
564145.7297,4377441.18
564159.4169,4377462.11
564173.1041,4377483.039
564186.7915,4377503.968
564200.4787,4377524.897
564214.1659,4377545.826
564227.8531,4377566.755
564445.4959,4377431.864
564432.3257,4377410.614
564419.1555,4377389.365
564405.9853,4377368.115
564392.8151,4377346.865
564379.6449,4377325.615
564366.4747,4377304.366
564353.3045,4377283.116
564340.1343,4377261.867
564326.9641,4377240.617
564313.7939,4377219.367
564300.6237,4377198.118
564287.4537,4377176.868
564274.2835,4377155.619
564261.1133,4377134.369
564247.9431,4377113.12
564234.7729,4377091.87
564221.6027,4377070.62
564208.4325,4377049.37
564195.2623,4377028.121
564182.0921,4377006.871
564168.9219,4376985.622
564155.7517,4376964.372
564142.5815,4376943.123
564129.4113,4376921.873
564116.2411,4376900.623
564103.0709,4376879.374
564089.9009,4376858.124
564076.7307,4376836.874
564063.5605,4376815.625
564050.3903,4376794.375
564037.2201,4376773.125
564024.0499,4376751.876
564010.8797,4376730.626
563997.7095,4376709.377
563984.5393,4376688.127
563971.3691,4376666.878
563958.1989,4376645.628
563945.0287,4376624.378
563931.8585,4376603.128
563918.6885,4376581.879
563905.5181,4376560.629
563892.3481,4376539.38
563879.1779,4376518.13
563866.0077,4376496.88
563852.8375,4376475.631
563839.6673,4376454.381
563826.4971,4376433.132
563813.3269,4376411.882
563800.1567,4376390.633
563786.9865,4376369.383
563773.8163,4376348.133
563760.6461,4376326.883
563747.4759,4376305.634
563734.3057,4376284.384
563721.1357,4376263.135
563707.9653,4376241.885
563694.7953,4376220.636
563681.6251,4376199.386
563668.4549,4376178.136
563655.2847,4376156.887
563642.1145,4376135.637
563628.9443,4376114.388
563615.7741,4376093.138
563602.6039,4376071.888
563589.4337,4376050.638
563576.2635,4376029.389
563563.0933,4376008.139
563549.9231,4375986.89
